image,mask,dataset,class,split
BUS-BRA/BUSBRA/Images/bus_0839-s.png,BUS-BRA/BUSBRA/Masks/mask_0839-s.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0229-l.png,BUS-BRA/BUSBRA/Masks/mask_0229-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0511-l.png,BUS-BRA/BUSBRA/Masks/mask_0511-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0319-r.png,BUS-BRA/BUSBRA/Masks/mask_0319-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0862-r.png,BUS-BRA/BUSBRA/Masks/mask_0862-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0376-l.png,BUS-BRA/BUSBRA/Masks/mask_0376-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0762-s.png,BUS-BRA/BUSBRA/Masks/mask_0762-s.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0850-l.png,BUS-BRA/BUSBRA/Masks/mask_0850-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0837-s.png,BUS-BRA/BUSBRA/Masks/mask_0837-s.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0801-s.png,BUS-BRA/BUSBRA/Masks/mask_0801-s.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0705-s.png,BUS-BRA/BUSBRA/Masks/mask_0705-s.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0042-r.png,BUS-BRA/BUSBRA/Masks/mask_0042-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0311-l.png,BUS-BRA/BUSBRA/Masks/mask_0311-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0234-l.png,BUS-BRA/BUSBRA/Masks/mask_0234-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0990-r.png,BUS-BRA/BUSBRA/Masks/mask_0990-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0337-r.png,BUS-BRA/BUSBRA/Masks/mask_0337-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0671-r.png,BUS-BRA/BUSBRA/Masks/mask_0671-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0304-l.png,BUS-BRA/BUSBRA/Masks/mask_0304-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0498-l.png,BUS-BRA/BUSBRA/Masks/mask_0498-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0158-l.png,BUS-BRA/BUSBRA/Masks/mask_0158-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0061-r.png,BUS-BRA/BUSBRA/Masks/mask_0061-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0307-l.png,BUS-BRA/BUSBRA/Masks/mask_0307-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0889-r.png,BUS-BRA/BUSBRA/Masks/mask_0889-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0212-r.png,BUS-BRA/BUSBRA/Masks/mask_0212-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0227-r.png,BUS-BRA/BUSBRA/Masks/mask_0227-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0025-l.png,BUS-BRA/BUSBRA/Masks/mask_0025-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0927-r.png,BUS-BRA/BUSBRA/Masks/mask_0927-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0195-l.png,BUS-BRA/BUSBRA/Masks/mask_0195-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0389-l.png,BUS-BRA/BUSBRA/Masks/mask_0389-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0708-s.png,BUS-BRA/BUSBRA/Masks/mask_0708-s.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0127-s.png,BUS-BRA/BUSBRA/Masks/mask_0127-s.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0747-s.png,BUS-BRA/BUSBRA/Masks/mask_0747-s.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0559-r.png,BUS-BRA/BUSBRA/Masks/mask_0559-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0897-l.png,BUS-BRA/BUSBRA/Masks/mask_0897-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0529-l.png,BUS-BRA/BUSBRA/Masks/mask_0529-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0118-l.png,BUS-BRA/BUSBRA/Masks/mask_0118-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0218-l.png,BUS-BRA/BUSBRA/Masks/mask_0218-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0169-r.png,BUS-BRA/BUSBRA/Masks/mask_0169-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0421-r.png,BUS-BRA/BUSBRA/Masks/mask_0421-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0368-r.png,BUS-BRA/BUSBRA/Masks/mask_0368-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0997-r.png,BUS-BRA/BUSBRA/Masks/mask_0997-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0135-r.png,BUS-BRA/BUSBRA/Masks/mask_0135-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0123-r.png,BUS-BRA/BUSBRA/Masks/mask_0123-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0755-s.png,BUS-BRA/BUSBRA/Masks/mask_0755-s.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_1021-l.png,BUS-BRA/BUSBRA/Masks/mask_1021-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0453-r.png,BUS-BRA/BUSBRA/Masks/mask_0453-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0528-r.png,BUS-BRA/BUSBRA/Masks/mask_0528-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0044-l.png,BUS-BRA/BUSBRA/Masks/mask_0044-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0260-r.png,BUS-BRA/BUSBRA/Masks/mask_0260-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0909-l.png,BUS-BRA/BUSBRA/Masks/mask_0909-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0501-l.png,BUS-BRA/BUSBRA/Masks/mask_0501-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0238-l.png,BUS-BRA/BUSBRA/Masks/mask_0238-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0646-r.png,BUS-BRA/BUSBRA/Masks/mask_0646-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0961-l.png,BUS-BRA/BUSBRA/Masks/mask_0961-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0810-s.png,BUS-BRA/BUSBRA/Masks/mask_0810-s.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0137-r.png,BUS-BRA/BUSBRA/Masks/mask_0137-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0394-l.png,BUS-BRA/BUSBRA/Masks/mask_0394-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0132-l.png,BUS-BRA/BUSBRA/Masks/mask_0132-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_1027-l.png,BUS-BRA/BUSBRA/Masks/mask_1027-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0281-r.png,BUS-BRA/BUSBRA/Masks/mask_0281-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0503-l.png,BUS-BRA/BUSBRA/Masks/mask_0503-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0932-r.png,BUS-BRA/BUSBRA/Masks/mask_0932-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0587-l.png,BUS-BRA/BUSBRA/Masks/mask_0587-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0174-l.png,BUS-BRA/BUSBRA/Masks/mask_0174-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0261-l.png,BUS-BRA/BUSBRA/Masks/mask_0261-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0773-s.png,BUS-BRA/BUSBRA/Masks/mask_0773-s.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0386-r.png,BUS-BRA/BUSBRA/Masks/mask_0386-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0330-r.png,BUS-BRA/BUSBRA/Masks/mask_0330-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_1023-l.png,BUS-BRA/BUSBRA/Masks/mask_1023-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0375-l.png,BUS-BRA/BUSBRA/Masks/mask_0375-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0468-r.png,BUS-BRA/BUSBRA/Masks/mask_0468-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0208-l.png,BUS-BRA/BUSBRA/Masks/mask_0208-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0472-l.png,BUS-BRA/BUSBRA/Masks/mask_0472-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0253-r.png,BUS-BRA/BUSBRA/Masks/mask_0253-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0795-s.png,BUS-BRA/BUSBRA/Masks/mask_0795-s.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0618-l.png,BUS-BRA/BUSBRA/Masks/mask_0618-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0625-r.png,BUS-BRA/BUSBRA/Masks/mask_0625-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0685-r.png,BUS-BRA/BUSBRA/Masks/mask_0685-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0751-s.png,BUS-BRA/BUSBRA/Masks/mask_0751-s.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0644-l.png,BUS-BRA/BUSBRA/Masks/mask_0644-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_1034-r.png,BUS-BRA/BUSBRA/Masks/mask_1034-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0873-r.png,BUS-BRA/BUSBRA/Masks/mask_0873-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0353-r.png,BUS-BRA/BUSBRA/Masks/mask_0353-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0892-r.png,BUS-BRA/BUSBRA/Masks/mask_0892-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_1046-r.png,BUS-BRA/BUSBRA/Masks/mask_1046-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0557-r.png,BUS-BRA/BUSBRA/Masks/mask_0557-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0721-s.png,BUS-BRA/BUSBRA/Masks/mask_0721-s.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0892-l.png,BUS-BRA/BUSBRA/Masks/mask_0892-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0952-l.png,BUS-BRA/BUSBRA/Masks/mask_0952-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0756-s.png,BUS-BRA/BUSBRA/Masks/mask_0756-s.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0531-r.png,BUS-BRA/BUSBRA/Masks/mask_0531-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0661-l.png,BUS-BRA/BUSBRA/Masks/mask_0661-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0503-r.png,BUS-BRA/BUSBRA/Masks/mask_0503-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0704-s.png,BUS-BRA/BUSBRA/Masks/mask_0704-s.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0608-r.png,BUS-BRA/BUSBRA/Masks/mask_0608-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0853-l.png,BUS-BRA/BUSBRA/Masks/mask_0853-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0933-r.png,BUS-BRA/BUSBRA/Masks/mask_0933-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0456-r.png,BUS-BRA/BUSBRA/Masks/mask_0456-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0580-r.png,BUS-BRA/BUSBRA/Masks/mask_0580-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0062-r.png,BUS-BRA/BUSBRA/Masks/mask_0062-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0107-l.png,BUS-BRA/BUSBRA/Masks/mask_0107-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0510-l.png,BUS-BRA/BUSBRA/Masks/mask_0510-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0311-r.png,BUS-BRA/BUSBRA/Masks/mask_0311-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_1043-r.png,BUS-BRA/BUSBRA/Masks/mask_1043-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0025-r.png,BUS-BRA/BUSBRA/Masks/mask_0025-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0139-r.png,BUS-BRA/BUSBRA/Masks/mask_0139-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0655-l.png,BUS-BRA/BUSBRA/Masks/mask_0655-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0571-l.png,BUS-BRA/BUSBRA/Masks/mask_0571-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0990-l.png,BUS-BRA/BUSBRA/Masks/mask_0990-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0269-r.png,BUS-BRA/BUSBRA/Masks/mask_0269-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0037-s.png,BUS-BRA/BUSBRA/Masks/mask_0037-s.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0665-r.png,BUS-BRA/BUSBRA/Masks/mask_0665-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0767-s.png,BUS-BRA/BUSBRA/Masks/mask_0767-s.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0613-r.png,BUS-BRA/BUSBRA/Masks/mask_0613-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0914-r.png,BUS-BRA/BUSBRA/Masks/mask_0914-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0186-l.png,BUS-BRA/BUSBRA/Masks/mask_0186-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0849-l.png,BUS-BRA/BUSBRA/Masks/mask_0849-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0300-l.png,BUS-BRA/BUSBRA/Masks/mask_0300-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0962-r.png,BUS-BRA/BUSBRA/Masks/mask_0962-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0959-s.png,BUS-BRA/BUSBRA/Masks/mask_0959-s.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0678-s.png,BUS-BRA/BUSBRA/Masks/mask_0678-s.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0620-l.png,BUS-BRA/BUSBRA/Masks/mask_0620-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0414-r.png,BUS-BRA/BUSBRA/Masks/mask_0414-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0547-l.png,BUS-BRA/BUSBRA/Masks/mask_0547-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0490-l.png,BUS-BRA/BUSBRA/Masks/mask_0490-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0577-l.png,BUS-BRA/BUSBRA/Masks/mask_0577-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0647-l.png,BUS-BRA/BUSBRA/Masks/mask_0647-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0199-l.png,BUS-BRA/BUSBRA/Masks/mask_0199-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0379-l.png,BUS-BRA/BUSBRA/Masks/mask_0379-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0451-r.png,BUS-BRA/BUSBRA/Masks/mask_0451-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0707-s.png,BUS-BRA/BUSBRA/Masks/mask_0707-s.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0417-r.png,BUS-BRA/BUSBRA/Masks/mask_0417-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0157-l.png,BUS-BRA/BUSBRA/Masks/mask_0157-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0094-r.png,BUS-BRA/BUSBRA/Masks/mask_0094-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0691-s.png,BUS-BRA/BUSBRA/Masks/mask_0691-s.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0042-l.png,BUS-BRA/BUSBRA/Masks/mask_0042-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0922-r.png,BUS-BRA/BUSBRA/Masks/mask_0922-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_1033-r.png,BUS-BRA/BUSBRA/Masks/mask_1033-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0698-s.png,BUS-BRA/BUSBRA/Masks/mask_0698-s.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0041-r.png,BUS-BRA/BUSBRA/Masks/mask_0041-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0254-l.png,BUS-BRA/BUSBRA/Masks/mask_0254-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0346-l.png,BUS-BRA/BUSBRA/Masks/mask_0346-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0447-l.png,BUS-BRA/BUSBRA/Masks/mask_0447-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0609-r.png,BUS-BRA/BUSBRA/Masks/mask_0609-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0211-r.png,BUS-BRA/BUSBRA/Masks/mask_0211-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0182-l.png,BUS-BRA/BUSBRA/Masks/mask_0182-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0369-l.png,BUS-BRA/BUSBRA/Masks/mask_0369-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0974-r.png,BUS-BRA/BUSBRA/Masks/mask_0974-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0981-r.png,BUS-BRA/BUSBRA/Masks/mask_0981-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0155-l.png,BUS-BRA/BUSBRA/Masks/mask_0155-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0585-l.png,BUS-BRA/BUSBRA/Masks/mask_0585-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0009-l.png,BUS-BRA/BUSBRA/Masks/mask_0009-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0291-r.png,BUS-BRA/BUSBRA/Masks/mask_0291-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0172-l.png,BUS-BRA/BUSBRA/Masks/mask_0172-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0804-s.png,BUS-BRA/BUSBRA/Masks/mask_0804-s.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0433-l.png,BUS-BRA/BUSBRA/Masks/mask_0433-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0491-r.png,BUS-BRA/BUSBRA/Masks/mask_0491-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0040-s.png,BUS-BRA/BUSBRA/Masks/mask_0040-s.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0363-r.png,BUS-BRA/BUSBRA/Masks/mask_0363-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0614-l.png,BUS-BRA/BUSBRA/Masks/mask_0614-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0634-r.png,BUS-BRA/BUSBRA/Masks/mask_0634-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0481-r.png,BUS-BRA/BUSBRA/Masks/mask_0481-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0504-l.png,BUS-BRA/BUSBRA/Masks/mask_0504-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0085-r.png,BUS-BRA/BUSBRA/Masks/mask_0085-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0225-l.png,BUS-BRA/BUSBRA/Masks/mask_0225-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0899-s.png,BUS-BRA/BUSBRA/Masks/mask_0899-s.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0461-r.png,BUS-BRA/BUSBRA/Masks/mask_0461-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0220-l.png,BUS-BRA/BUSBRA/Masks/mask_0220-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0204-l.png,BUS-BRA/BUSBRA/Masks/mask_0204-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0333-s.png,BUS-BRA/BUSBRA/Masks/mask_0333-s.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0156-r.png,BUS-BRA/BUSBRA/Masks/mask_0156-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0584-l.png,BUS-BRA/BUSBRA/Masks/mask_0584-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0438-l.png,BUS-BRA/BUSBRA/Masks/mask_0438-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0070-r.png,BUS-BRA/BUSBRA/Masks/mask_0070-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0887-l.png,BUS-BRA/BUSBRA/Masks/mask_0887-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0353-l.png,BUS-BRA/BUSBRA/Masks/mask_0353-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0257-l.png,BUS-BRA/BUSBRA/Masks/mask_0257-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0997-l.png,BUS-BRA/BUSBRA/Masks/mask_0997-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0523-l.png,BUS-BRA/BUSBRA/Masks/mask_0523-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0172-r.png,BUS-BRA/BUSBRA/Masks/mask_0172-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0673-r.png,BUS-BRA/BUSBRA/Masks/mask_0673-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0846-s.png,BUS-BRA/BUSBRA/Masks/mask_0846-s.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0724-s.png,BUS-BRA/BUSBRA/Masks/mask_0724-s.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0134-r.png,BUS-BRA/BUSBRA/Masks/mask_0134-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0516-l.png,BUS-BRA/BUSBRA/Masks/mask_0516-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0381-l.png,BUS-BRA/BUSBRA/Masks/mask_0381-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0461-l.png,BUS-BRA/BUSBRA/Masks/mask_0461-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0700-s.png,BUS-BRA/BUSBRA/Masks/mask_0700-s.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0582-r.png,BUS-BRA/BUSBRA/Masks/mask_0582-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0500-r.png,BUS-BRA/BUSBRA/Masks/mask_0500-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0428-r.png,BUS-BRA/BUSBRA/Masks/mask_0428-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0610-r.png,BUS-BRA/BUSBRA/Masks/mask_0610-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0019-r.png,BUS-BRA/BUSBRA/Masks/mask_0019-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0168-r.png,BUS-BRA/BUSBRA/Masks/mask_0168-r.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0264-l.png,BUS-BRA/BUSBRA/Masks/mask_0264-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0337-l.png,BUS-BRA/BUSBRA/Masks/mask_0337-l.png,BUS-BRA,unknown,test
BUS-BRA/BUSBRA/Images/bus_0660-r.png,BUS-BRA/BUSBRA/Masks/mask_0660-r.png,BUS-BRA,unknown,test
